,from,to
21825,2584,5977
21866,2584,4838
21867,2584,4551
21868,2584,5150
21869,2584,4247
21870,2584,6517
21871,2584,4717
21872,2584,4554
21873,2584,2816
21874,2584,3210
21875,2584,3566
21876,2584,6528
21854,2584,5111
21865,2584,5437
21853,2584,5440
21834,2584,4621
21851,2584,2849
21826,2584,3732
21827,2584,3499
21828,2584,6429
21829,2584,4188
21830,2584,3135
21831,2584,4708
21832,2584,5290
21833,2584,6830
21877,2584,4841
21835,2584,3599
21836,2584,5296
21837,2584,6864
21838,2584,6923
21839,2584,2702
21840,2584,3519
21841,2584,5978
21842,2584,5099
21843,2584,6930
21844,2584,3093
21845,2584,5428
21846,2584,4522
21847,2584,4809
21848,2584,5175
21849,2584,3167
21850,2584,4812
21852,2584,6842
21878,2584,4846
21898,2584,5636
21880,2584,5151
21911,2584,2641
21912,2584,4615
21913,2584,6067
21914,2584,4890
21915,2584,3631
21916,2584,1934
21917,2584,6616
21918,2584,3274
21919,2584,3236
21920,2584,6167
21921,2584,7091
21910,2584,5668
21922,2584,4897
21924,2584,5638
21925,2584,6724
21926,2584,3996
21927,2584,2910
21928,2584,7026
21929,2584,6637
21930,2584,7110
21931,2584,3292
21932,2584,4322
21933,2584,4959
21934,2584,4913
21923,2584,3924
21909,2584,2877
21908,2584,2875
21907,2584,5161
21881,2584,5301
21882,2584,262
21883,2584,3592
21884,2584,2836
21885,2584,3226
21886,2584,3829
21887,2584,7030
21888,2584,6460
21889,2584,2952
21890,2584,4579
21891,2584,3633
21892,2584,3607
21893,2584,4280
21894,2584,4588
21895,2584,3665
21896,2584,3348
21897,2584,4872
21899,2584,3957
21900,2584,5207
21901,2584,5171
21902,2584,5642
21903,2584,3965
21904,2584,4876
21905,2584,5222
21906,2584,4776
21879,2584,5337
21824,2584,3284
21788,2584,6803
21822,2584,2207
21739,2584,4216
21740,2584,3694
21741,2584,4903
21742,2584,2808
21743,2584,4882
21744,2584,2824
21745,2584,3706
21746,2584,6714
21747,2584,4971
21748,2584,4896
21749,2584,6628
21738,2584,2597
21750,2584,3719
21752,2584,3357
21753,2584,2930
21754,2584,2996
21755,2584,3723
21756,2584,3727
21757,2584,3003
21758,2584,3162
21759,2584,2608
21760,2584,3738
21761,2584,6287
21762,2584,4441
21751,2584,3750
21764,2584,4398
21737,2584,4042
21735,2584,2965
21711,2584,4639
21712,2584,4043
21713,2584,4918
21714,2584,5445
21715,2584,3951
21716,2584,3451
21717,2584,2940
21718,2584,4640
21719,2584,3306
21720,2584,5352
21721,2584,2945
21736,2584,5219
21722,2584,2725
21724,2584,4917
21725,2584,4340
21726,2584,4344
21727,2584,4347
21728,2584,6680
21729,2584,3688
21730,2584,3677
21731,2584,4351
21732,2584,4353
21733,2584,5215
21734,2584,3335
21723,2584,3676
21765,2584,4402
21763,2584,4698
21767,2584,3747
21766,2584,4999
21798,2584,3425
21799,2584,5050
21800,2584,5265
21801,2584,4459
21802,2584,4460
21803,2584,3816
21804,2584,4614
21805,2584,6380
21806,2584,4740
21807,2584,4219
21808,2584,3099
21809,2584,5009
21810,2584,4469
21811,2584,5619
21812,2584,3033
21813,2584,4593
21814,2584,4169
21815,2584,5131
21816,2584,4190
21817,2584,4893
21818,2584,5959
21819,2584,3838
21820,2584,2830
21821,2584,5988
21796,2584,4734
21795,2584,3081
21797,2584,5405
21793,2584,4551
21768,2584,5847
21769,2584,1913
21770,2584,2623
21771,2584,3750
21772,2584,3227
21773,2584,6304
21774,2584,4394
21775,2584,3906
21794,2584,3797
21777,2584,4710
21778,2584,3439
21779,2584,6902
21776,2584,3037
21781,2584,4072
21792,2584,4870
21780,2584,5399
21790,2584,3420
21789,2584,3908
21787,2584,4432
21791,2584,2673
21785,2584,4977
21784,2584,3919
21783,2584,2749
21782,2584,4726
21786,2584,3059
21823,2584,3495
21936,2585,5599
21937,2585,2949
21938,2585,7083
21939,2585,4647
21943,2586,3781
21944,2586,2780
21941,2586,5519
21940,2586,3640
21942,2586,3425
21968,2587,4685
21967,2587,7036
21966,2587,7000
21965,2587,4060
21964,2587,3634
21963,2587,4667
21962,2587,3843
21961,2587,5381
21960,2587,6463
21959,2587,4230
21958,2587,3048
21957,2587,7090
21956,2587,5406
21955,2587,5339
21954,2587,5101
21953,2587,4086
21952,2587,2831
21951,2587,4577
21950,2587,4082
21949,2587,3866
21948,2587,3940
21947,2587,4607
21946,2587,5031
21945,2587,5165
21972,2588,4321
21971,2588,4416
21970,2588,2686
21969,2588,2645
21973,2589,4246
21974,2590,6947
21975,2590,5733
21976,2590,5160
21977,2591,3571
21978,2591,3745
21979,2591,4169
21988,2592,5199
21987,2592,4925
21986,2592,6834
21985,2592,3322
21984,2592,5347
21983,2592,6960
21982,2592,3371
21981,2592,7105
21980,2592,2637
21989,2593,3516
21990,2593,3240
22005,2594,5242
22004,2594,6848
22003,2594,4661
22002,2594,4478
22006,2594,5991
22000,2594,4647
21999,2594,3848
22001,2594,4717
21997,2594,3519
21991,2594,3862
21992,2594,4735
21993,2594,4964
21998,2594,3417
21995,2594,5133
21996,2594,7043
21994,2594,4998
22007,2595,2882
22008,2596,7056
22009,2596,3972
22010,2596,5064
22011,2596,3690
22012,2596,7087
22013,2596,4426
22017,2597,2882
22016,2597,4517
22015,2597,3578
22014,2597,3365
22018,2598,4998
22019,2598,3497
22020,2598,4230
22021,2598,2956
22022,2598,3535
22023,2598,2747
22024,2598,5366
22025,2598,4685
22026,2598,5087
22030,2599,5116
22032,2599,5199
22031,2599,3710
22029,2599,3147
22027,2599,3911
22028,2599,4482
22046,2600,3132
22044,2600,3699
22043,2600,4016
22042,2600,3857
22041,2600,5375
22040,2600,3307
22045,2600,5341
22038,2600,5330
22037,2600,4594
22036,2600,4461
22035,2600,3400
22034,2600,4790
22033,2600,3271
22039,2600,4262
22050,2601,3866
22049,2601,4416
22047,2601,4714
22048,2601,3231
22062,2602,2882
22069,2602,6908
22068,2602,4981
22067,2602,3458
22066,2602,4025
22065,2602,3500
22064,2602,3676
22063,2602,3247
22061,2602,4457
22070,2602,3511
22059,2602,3723
22058,2602,5225
22057,2602,2832
22056,2602,4238
22055,2602,3899
22054,2602,3865
22053,2602,4185
22052,2602,5349
22051,2602,2625
22060,2602,4751
22075,2603,3895
22074,2603,4416
22073,2603,4820
22072,2603,3972
22071,2603,3425
22076,2604,3053
22077,2604,3761
22078,2604,6836
22087,2605,6865
22086,2605,4534
22085,2605,3634
22084,2605,4184
22088,2605,7044
22082,2605,4216
22081,2605,4584
22080,2605,6878
22079,2605,5002
22083,2605,4230
22095,2606,3868
22094,2606,5231
22092,2606,5273
22093,2606,4688
22090,2606,4030
22089,2606,2904
22091,2606,2786
22096,2607,2637
22097,2607,5349
22098,2608,4027
22099,2608,3628
22100,2609,4976
22101,2610,3226
22104,2611,4143
22103,2611,2842
22102,2611,2637
22105,2612,3528
22119,2613,6930
22117,2613,4543
22116,2613,4585
22115,2613,3760
22114,2613,4171
22113,2613,3267
22118,2613,5265
22111,2613,3592
22110,2613,5137
22109,2613,3062
22108,2613,5033
22107,2613,4603
22106,2613,3300
22112,2613,3109
22120,2614,4893
22121,2615,5236
22136,2616,2780
22137,2616,4002
22138,2616,3615
22139,2616,5379
22145,2616,3307
22141,2616,3385
22142,2616,5446
22143,2616,4388
22135,2616,4339
22140,2616,4653
22134,2616,4904
22144,2616,5160
22132,2616,3161
22133,2616,4784
22123,2616,3633
22124,2616,3753
22125,2616,4352
22126,2616,6717
22122,2616,2625
22128,2616,2905
22129,2616,4245
22130,2616,4679
22131,2616,3058
22127,2616,6149
22146,2617,3226
22148,2618,1566
22149,2618,4935
22147,2618,2824
22150,2619,5319
22151,2619,6911
22152,2619,4649
22153,2620,5137
22154,2621,6848
22155,2621,3513
22156,2622,2637
22157,2623,4036
22159,2624,3022
22158,2624,6815
22187,2625,4138
22188,2625,4207
22189,2625,4683
22190,2625,3972
22191,2625,3718
22192,2625,6607
22193,2625,2882
22194,2625,4457
22195,2625,4653
22196,2625,4543
22211,2625,5349
22197,2625,5060
22198,2625,4469
22200,2625,3180
22201,2625,3567
22202,2625,5064
22203,2625,4238
22204,2625,6563
22205,2625,4240
22206,2625,3104
22207,2625,4550
22208,2625,5346
22209,2625,4002
22210,2625,7112
22199,2625,6206
22186,2625,2780
22174,2625,6154
22184,2625,5367
22160,2625,3575
22161,2625,4185
22162,2625,4176
22163,2625,5083
22164,2625,2731
22165,2625,3391
22166,2625,5225
22167,2625,3004
22168,2625,3500
22185,2625,4051
22170,2625,6689
22169,2625,4108
22172,2625,5093
22173,2625,4998
22175,2625,3511
22176,2625,4584
22177,2625,4803
22178,2625,4658
22179,2625,4355
22180,2625,4589
22181,2625,4339
22182,2625,4388
22183,2625,5308
22171,2625,3830
22212,2626,3778
22218,2627,2845
22219,2627,2822
22216,2627,5656
22217,2627,6788
22215,2627,3628
22214,2627,3132
22213,2627,3261
22241,2628,2954
22240,2628,1675
22239,2628,2908
22238,2628,4999
22237,2628,4460
22236,2628,6637
22234,2628,4614
22233,2628,4955
22232,2628,4710
22231,2628,2910
22235,2628,6672
22229,2628,3738
22228,2628,5218
22227,2628,2733
22226,2628,4815
22225,2628,5445
22224,2628,5151
22223,2628,4626
22222,2628,3841
22221,2628,4605
22220,2628,5111
22230,2628,3996
22246,2629,4416
22245,2629,5425
22244,2629,3757
22242,2629,5089
22243,2629,3519
22247,2630,4051
22248,2630,4199
22249,2630,4829
22250,2631,3512
22255,2632,4810
22256,2632,3230
22254,2632,2967
22257,2632,4323
22252,2632,3518
22251,2632,2711
22253,2632,3884
22258,2633,4356
22259,2633,4394
22260,2633,6095
22265,2634,5275
22264,2634,5278
22263,2634,5305
22261,2634,3862
22262,2634,4680
22266,2635,2699
22275,2636,6991
22279,2636,4271
22278,2636,5127
22277,2636,5381
22276,2636,2815
22274,2636,5439
22268,2636,4417
22272,2636,4453
22271,2636,4944
22270,2636,4612
22269,2636,4434
22267,2636,3729
22273,2636,4079
22383,2637,5398
22384,2637,2927
22385,2637,4123
22386,2637,6246
22387,2637,6432
22388,2637,2673
22389,2637,4971
22390,2637,4130
22392,2637,5401
22391,2637,2672
22393,2637,3790
22394,2637,5176
22395,2637,5407
22396,2637,3437
22397,2637,6292
22398,2637,6352
22399,2637,4713
22382,2637,6578
22381,2637,3677
22362,2637,4105
22379,2637,3242
22400,2637,4745
22363,2637,3400
22364,2637,4274
22365,2637,4721
22366,2637,2842
22367,2637,7035
22368,2637,3411
22369,2637,5832
22370,2637,4293
22371,2637,5162
22372,2637,5163
22373,2637,2913
22374,2637,3413
22375,2637,3015
22376,2637,5090
22377,2637,4117
22378,2637,6753
22380,2637,5166
22401,2637,4138
22433,2637,3477
22403,2637,4142
22425,2637,4172
22426,2637,6180
22427,2637,2739
22428,2637,2745
22429,2637,6366
22430,2637,3288
22431,2637,6924
22424,2637,2905
22432,2637,2719
22435,2637,4339
22436,2637,3480
22437,2637,3296
22438,2637,4912
22439,2637,6406
22440,2637,4605
22441,2637,4821
22434,2637,4173
22423,2637,6604
22422,2637,7098
22421,2637,3100
22404,2637,2876
22405,2637,5003
22406,2637,5185
22407,2637,7072
22408,2637,4300
22409,2637,2778
22410,2637,3229
22411,2637,1337
22412,2637,5131
22413,2637,4752
22414,2637,5268
22415,2637,5678
22416,2637,4571
22417,2637,3354
22418,2637,4897
22419,2637,3824
22420,2637,6003
22402,2637,7070
22361,2637,5247
22348,2637,4406
22359,2637,1606
22301,2637,3164
22302,2637,3696
22303,2637,3577
22304,2637,2657
22305,2637,4812
22306,2637,4213
22307,2637,4189
22300,2637,3691
22308,2637,3842
22310,2637,4966
22311,2637,4815
22312,2637,4224
22313,2637,6703
22314,2637,3348
22316,2637,3148
22317,2637,3539
22309,2637,4529
22299,2637,3519
22298,2637,4423
22297,2637,4039
22280,2637,4638
22281,2637,2932
22282,2637,4926
22283,2637,2782
22284,2637,3501
22285,2637,3314
22286,2637,3135
22287,2637,3138
22288,2637,6317
22289,2637,2954
22290,2637,6673
22291,2637,3688
22292,2637,4653
22293,2637,5997
22294,2637,3111
22295,2637,2861
22296,2637,5215
22318,2637,3183
22319,2637,5561
22315,2637,3273
22321,2637,5383
22342,2637,6117
22320,2637,2896
22344,2637,3750
22345,2637,3747
22346,2637,3566
22347,2637,5314
22360,2637,4416
22349,2637,3386
22350,2637,2822
22351,2637,4705
22352,2637,2736
22353,2637,5004
22354,2637,4101
22355,2637,4410
22356,2637,3391
22357,2637,4413
22358,2637,2787
22341,2637,4698
22340,2637,2811
22343,2637,4084
22338,2637,5586
22322,2637,6491
22323,2637,3358
22324,2637,4543
22339,2637,4247
22326,2637,3892
22327,2637,3552
22328,2637,5386
22329,2637,3730
22325,2637,4071
22331,2637,4989
22332,2637,4838
22333,2637,3379
22334,2637,3906
22335,2637,6309
22336,2637,4551
22337,2637,5265
22330,2637,4678
22444,2638,4663
22442,2638,4476
22443,2638,3252
22445,2639,4002
22446,2639,4416
22447,2639,4321
22452,2640,4668
22453,2640,6336
22451,2640,4820
22450,2640,4107
22449,2640,5104
22448,2640,5165
22454,2641,6334
22455,2641,4416
22456,2641,3226
22457,2642,3475
22458,2642,5425
22472,2643,3726
22473,2643,3868
22474,2643,2716
22475,2643,7111
22479,2643,5269
22477,2643,4541
22478,2643,3521
22471,2643,4932
22481,2643,5175
22476,2643,4659
22470,2643,6877
22480,2643,3054
22468,2643,2786
22467,2643,5316
22466,2643,2711
22465,2643,4354
22464,2643,3948
22463,2643,3647
22462,2643,4773
22461,2643,4998
22460,2643,6445
22469,2643,3997
22459,2643,5991
22482,2644,4255
22565,2645,4740
22564,2645,4383
22563,2645,5171
22562,2645,4670
22561,2645,2673
22560,2645,3958
22559,2645,5207
22566,2645,4876
22558,2645,3957
22557,2645,5096
22556,2645,3420
22555,2645,2666
22549,2645,4752
22553,2645,3236
22552,2645,2898
22551,2645,2656
22550,2645,4247
22548,2645,4726
22547,2645,7036
22546,2645,3770
22545,2645,5021
22544,2645,3226
22543,2645,4717
22542,2645,2836
22567,2645,4776
22554,2645,5403
22568,2645,4605
22583,2645,3646
22570,2645,2686
22594,2645,4913
22593,2645,4487
22592,2645,4893
22591,2645,4339
22590,2645,3265
22589,2645,3653
22588,2645,6875
22587,2645,4474
22586,2645,7105
22595,2645,4169
22585,2645,7104
22584,2645,3996
22541,2645,4027
22582,2645,4815
22581,2645,1566
22580,2645,4897
22579,2645,3858
22578,2645,3816
22577,2645,2877
22576,2645,4402
22575,2645,4614
22574,2645,2875
22573,2645,3262
22572,2645,4612
22571,2645,4735
22569,2645,3081
22540,2645,3396
22492,2645,3135
22538,2645,5444
22508,2645,4812
22507,2645,3577
22506,2645,4809
22505,2645,7007
22504,2645,3003
22503,2645,4518
22502,2645,4356
22501,2645,3519
22500,2645,4039
22499,2645,1934
22498,2645,6923
22539,2645,4416
22496,2645,4998
22495,2645,3688
22494,2645,5298
22493,2645,6672
22491,2645,3675
22490,2645,5087
22489,2645,5013
22488,2645,5352
22487,2645,5883
22486,2645,6491
22485,2645,5445
22484,2645,4918
22483,2645,4638
22509,2645,4959
22510,2645,2824
22497,2645,4653
22512,2645,3175
22537,2645,3929
22536,2645,6830
22535,2645,5396
22534,2645,2828
22533,2645,3202
22532,2645,5145
22531,2645,4846
22530,2645,3749
22529,2645,3566
22528,2645,3210
22527,2645,3374
22526,2645,4554
22525,2645,3774
22524,2645,6616
22523,2645,5357
22522,2645,5437
22521,2645,4692
22520,2645,5915
22519,2645,4072
22518,2645,2930
22517,2645,3349
22516,2645,4207
22515,2645,5115
22514,2645,2910
22513,2645,4966
22511,2645,5831
22597,2646,3132
22596,2646,3262
22598,2647,4914
22599,2648,4416
22617,2649,4234
22616,2649,5243
22615,2649,4666
22614,2649,4725
22613,2649,4434
22612,2649,4826
22611,2649,4505
22609,2649,6516
22610,2649,1337
22607,2649,4453
22606,2649,2756
22605,2649,4082
22604,2649,4079
22603,2649,4801
22602,2649,3840
22601,2649,6327
22600,2649,2726
22608,2649,5376
22618,2650,6323
22622,2651,4328
22619,2651,4642
22620,2651,5415
22621,2651,3897
22624,2652,3945
22623,2652,5089
22625,2653,4150
22632,2654,5162
22631,2654,5444
22630,2654,5067
22633,2654,6947
22628,2654,7011
22627,2654,6917
22626,2654,4998
22629,2654,3226
22634,2655,4998
22635,2655,3413
22636,2655,2847
22637,2656,3226
22638,2657,5806
22639,2658,5007
22640,2659,2862
22643,2660,4416
22642,2660,3132
22641,2660,6356
22644,2661,5019
22645,2661,4680
22646,2661,6900
22647,2661,5146
22652,2662,4083
22650,2662,3898
22651,2662,5069
22648,2662,4616
22649,2662,5170
22658,2663,3755
22653,2663,4630
22654,2663,4028
22655,2663,5147
22656,2663,5412
22657,2663,4997
22660,2664,3226
22659,2664,5259
22661,2665,4894
22662,2665,4255
22663,2665,3518
22664,2666,5011
22665,2666,3226
22666,2666,3579
22667,2666,4827
22668,2666,4998
22669,2666,4416
22670,2667,3529
22671,2668,3626
22672,2668,5254
22673,2668,6541
22674,2669,3118
22675,2670,3704
22676,2671,5061
22682,2672,5360
22681,2672,3214
22680,2672,3892
22677,2672,5123
22678,2672,4713
22679,2672,5974
22683,2673,4998
22684,2673,5445
22685,2674,5144
22686,2674,4889
22687,2674,5332
22688,2674,4928
22689,2674,3842
22690,2674,2842
22692,2675,5445
22691,2675,4994
22693,2676,3646
22695,2677,4119
22694,2677,3159
22696,2678,2842
22697,2678,4416
22698,2679,4714
22699,2679,4169
22700,2680,4740
22701,2680,5261
22702,2681,4154
22710,2682,3805
22714,2682,4002
22713,2682,6908
22712,2682,5285
22711,2682,3121
22709,2682,6563
22706,2682,4185
22707,2682,4362
22705,2682,3980
22704,2682,5127
22703,2682,4864
22708,2682,4967
22749,2683,4086
22747,2683,4913
22748,2683,5087
22746,2683,6631
22730,2683,5384
22744,2683,5034
22743,2683,5016
22742,2683,4982
22750,2683,4640
22745,2683,5310
22751,2683,5426
22761,2683,4612
22753,2683,3093
22754,2683,1675
22755,2683,3448
22756,2683,4321
22757,2683,3436
22758,2683,4368
22759,2683,4635
22760,2683,4685
22741,2683,5600
22762,2683,5315
22752,2683,3161
22740,2683,5031
22729,2683,2792
22738,2683,5367
22715,2683,4051
22716,2683,5278
22717,2683,4545
22718,2683,4376
22719,2683,3620
22720,2683,3971
22721,2683,4827
22722,2683,4143
22723,2683,3571
22724,2683,2692
22739,2683,2799
22725,2683,3228
22727,2683,6886
22728,2683,5071
22763,2683,5049
22731,2683,4070
22732,2683,3681
22733,2683,4029
22734,2683,4797
22735,2683,4682
22736,2683,4285
22737,2683,3894
22726,2683,5673
22764,2683,6649
22768,2684,4580
22767,2684,4736
22766,2684,3073
22765,2684,4803
22769,2685,4714
22770,2685,3226
22771,2685,3867
22822,2686,6934
22821,2686,4501
22820,2686,3897
22819,2686,2971
22818,2686,5277
22817,2686,5413
22816,2686,4416
22814,2686,6649
22823,2686,4169
22813,2686,4075
22812,2686,4753
22811,2686,4975
22810,2686,3099
22809,2686,3797
22815,2686,3723
22824,2686,4693
22826,2686,5437
22808,2686,2977
22842,2686,4175
22841,2686,6803
22840,2686,3547
22839,2686,3566
22838,2686,3740
22836,2686,4427
22835,2686,3292
22834,2686,4791
22833,2686,4811
22832,2686,6637
22831,2686,4640
22830,2686,6872
22829,2686,5087
22828,2686,4195
22827,2686,4913
22825,2686,6923
22807,2686,3706
22837,2686,4190
22805,2686,2824
22786,2686,7105
22785,2686,4274
22784,2686,2836
22783,2686,5238
22782,2686,4027
22780,2686,5352
22787,2686,4025
22779,2686,3056
22777,2686,6658
22776,2686,5083
22775,2686,3390
22774,2686,3033
22773,2686,3575
22772,2686,5656
22778,2686,2939
22788,2686,4028
22781,2686,3250
22790,2686,6917
22804,2686,4959
22789,2686,3677
22802,2686,3790
22801,2686,5174
22800,2686,3615
22799,2686,3162
22798,2686,7051
22803,2686,4527
22796,2686,5426
22797,2686,4449
22791,2686,5445
22792,2686,4001
22793,2686,1934
22806,2686,3783
22795,2686,5529
22794,2686,3242
22843,2687,4740
22844,2688,3461
22845,2688,5069
22846,2689,3927
22847,2689,5225
22848,2689,4519
22849,2689,4981
22850,2689,3791
22851,2689,4238
22852,2689,4457
22855,2690,4886
22853,2690,5082
22854,2690,3745
22858,2691,4416
22857,2691,3132
22856,2691,2913
22859,2692,2970
22860,2692,3897
22861,2692,3488
22866,2693,5313
22862,2693,2882
22863,2693,3226
22864,2693,5255
22865,2693,4249
22867,2693,2971
22868,2693,5168
22869,2694,4842
22872,2695,3297
22871,2695,3226
22870,2695,4812
22873,2696,4472
22877,2697,5007
22876,2697,6545
22875,2697,2757
22874,2697,6064
22878,2698,3500
22920,2699,6731
22919,2699,3984
22918,2699,4539
22917,2699,3271
22921,2699,3093
22916,2699,3352
22910,2699,4207
22914,2699,3939
22913,2699,5425
22912,2699,3803
22911,2699,4612
22922,2699,3460
22915,2699,3697
22923,2699,6968
22934,2699,4998
22925,2699,4976
22926,2699,3528
22927,2699,6282
22928,2699,3994
22929,2699,2913
22930,2699,3559
22931,2699,6756
22932,2699,4251
22933,2699,3448
22935,2699,4560
22936,2699,4778
22937,2699,5049
22924,2699,4388
22909,2699,3767
22898,2699,5379
22907,2699,4605
22879,2699,4565
22880,2699,3144
22881,2699,5083
22882,2699,3036
22883,2699,4002
22884,2699,3584
22885,2699,5312
22886,2699,3500
22887,2699,2842
22888,2699,3862
22890,2699,5163
22891,2699,3633
22892,2699,3857
22889,2699,4735
22894,2699,4803
22906,2699,4603
22905,2699,5045
22904,2699,5264
22893,2699,4655
22902,2699,4786
22901,2699,2729
22903,2699,3877
22899,2699,4210
22908,2699,4487
22897,2699,2967
22896,2699,3866
22895,2699,4733
22900,2699,4364
22948,2700,2836
22954,2700,3034
22953,2700,3686
22952,2700,4740
22951,2700,4811
22950,2700,4847
22949,2700,4952
22947,2700,2047
22938,2700,5751
22945,2700,5087
22944,2700,5182
22943,2700,2939
22942,2700,5117
22941,2700,6865
22940,2700,5213
22939,2700,4976
22946,2700,5382
22955,2701,4648
22956,2702,3460
22957,2703,3132
22958,2704,4998
22979,2705,4914
22978,2705,6876
22977,2705,5170
22976,2705,4740
22975,2705,4481
22974,2705,3850
22973,2705,4606
22971,2705,5222
22970,2705,3089
22969,2705,4888
22972,2705,1550
22967,2705,5349
22966,2705,3482
22968,2705,4319
22965,2705,4163
22964,2705,5132
22963,2705,3124
22962,2705,3799
22961,2705,5178
22960,2705,4672
22959,2705,2869
